Cod_Transacao;Produto;Quantidade;Preço Unitário;Valor Total;Forma de Pagamento;Tipo de Consumo;Data da Transação;valor_imputado;is_valid;quality_issues
TXN_4474441;CAFÉ;4;2,00;8,00;CARTÃO DE CRÉDITO;N/A;23/08/2023;False;True;[]
TXN_6598343;SUCO;4;3,00;12,00;N/A;N/A;10/07/2023;False;True;[]
TXN_1297663;VITAMINA;5;;20,00;CARTÃO DE CRÉDITO;N/A;12/09/2023;True;True;[]
TXN_4972634;SANDUICHE;5;4,00;20,00;CARTÃO DE CRÉDITO;PRESENCIAL;22/07/2023;False;True;[]
TXN_7362776;BISCOITO;;1,00;5,00;N/A;PRESENCIAL;26/01/2023;True;True;[]
TXN_8159772;BOLO;1;3,00;3,00;CARTÃO DE CRÉDITO;PRESENCIAL;02/10/2023;False;True;[]
TXN_7137800;CHÁ;1;1,50;1,50;N/A;PARA VIAGEM;22/02/2023;False;True;[]
TXN_4360970;CHÁ;3;1,50;4,50;CARTEIRA DIGITAL;PARA VIAGEM;28/06/2023;False;True;[]
TXN_6529863;SALADA;3;5,00;15,00;N/A;PARA VIAGEM;16/08/2023;False;True;[]
TXN_3886583;CHÁ;3;1,50;4,50;CARTEIRA DIGITAL;PRESENCIAL;03/05/2023;False;True;[]
TXN_9315004;SANDUICHE;5;;20,00;CARTEIRA DIGITAL;PRESENCIAL;21/12/2023;True;True;[]
TXN_4039864;BOLO;2;3,00;6,00;DINHEIRO;PRESENCIAL;24/07/2023;False;True;[]
TXN_8901988;N/A;5;1,50;7,50;CARTEIRA DIGITAL;PRESENCIAL;21/01/2023;False;True;[]
TXN_8103754;SALADA;5;5,00;25,00;DINHEIRO;PARA VIAGEM;29/01/2023;False;True;[]
TXN_6318017;CHÁ;3;1,50;4,50;DINHEIRO;PRESENCIAL;23/06/2023;False;True;[]
TXN_9608271;CAFÉ;2;2,00;4,00;N/A;N/A;24/10/2023;False;True;[]
TXN_4583009;SALADA;5;5,00;25,00;CARTÃO DE CRÉDITO;PRESENCIAL;08/01/2023;False;True;[]
TXN_2536821;SALADA;5;5,00;25,00;N/A;PARA VIAGEM;01/12/2023;False;True;[]
TXN_5820621;BISCOITO;5;1,00;5,00;N/A;PRESENCIAL;01/12/2023;False;True;[]
TXN_2878994;SANDUICHE;1;4,00;4,00;N/A;N/A;19/05/2023;False;True;[]
TXN_8014973;N/A;3;5,00;15,00;N/A;PRESENCIAL;09/08/2023;False;True;[]
TXN_6492477;CAFÉ;5;2,00;10,00;N/A;N/A;03/02/2023;False;True;[]
TXN_8549600;CAFÉ;;2,00;6,00;CARTEIRA DIGITAL;PARA VIAGEM;19/11/2023;True;True;[]
TXN_4496616;SALADA;5;5,00;25,00;N/A;PARA VIAGEM;07/10/2023;False;True;[]
TXN_3190538;CAFÉ;2;2,00;4,00;CARTEIRA DIGITAL;N/A;03/06/2023;False;True;[]
TXN_8863649;BISCOITO;1;1,00;1,00;CARTÃO DE CRÉDITO;PRESENCIAL;05/03/2023;False;True;[]
TXN_8078312;BISCOITO;1;1,00;1,00;N/A;N/A;24/09/2023;False;True;[]
TXN_6306644;N/A;2;3,00;6,00;CARTEIRA DIGITAL;N/A;15/06/2023;False;True;[]
TXN_9836829;BISCOITO;;1,00;5,00;N/A;PARA VIAGEM;15/10/2023;True;True;[]
TXN_8942829;SALADA;5;5,00;25,00;DINHEIRO;N/A;11/03/2023;False;True;[]
TXN_1604072;CAFÉ;2;2,00;4,00;N/A;N/A;01/01/2023;False;True;[]
TXN_3673322;N/A;2;5,00;10,00;CARTÃO DE CRÉDITO;PARA VIAGEM;24/04/2023;False;True;[]
TXN_1830432;BISCOITO;3;1,00;3,00;CARTEIRA DIGITAL;PARA VIAGEM;02/11/2023;False;True;[]
TXN_4314504;BOLO;1;3,00;3,00;N/A;PRESENCIAL;01/06/2023;False;True;[]
TXN_2880516;CHÁ;1;1,50;1,50;DINHEIRO;PRESENCIAL;26/03/2023;False;True;[]
TXN_4649079;BISCOITO;4;1,00;4,00;N/A;PARA VIAGEM;26/07/2023;False;True;[]
TXN_6383336;BOLO;2;3,00;6,00;N/A;PARA VIAGEM;21/01/2023;False;True;[]
TXN_7605163;SALADA;1;5,00;5,00;N/A;PARA VIAGEM;15/08/2023;False;True;[]
TXN_2294603;CHÁ;1;1,50;1,50;CARTÃO DE CRÉDITO;PARA VIAGEM;02/09/2023;False;True;[]
TXN_7097760;CAFÉ;3;2,00;6,00;CARTEIRA DIGITAL;N/A;24/10/2023;False;True;[]
TXN_1220061;SANDUICHE;3;4,00;12,00;CARTEIRA DIGITAL;PRESENCIAL;03/09/2023;False;True;[]
TXN_9944500;VITAMINA;;4,00;;DINHEIRO;PRESENCIAL;03/01/2023;True;True;[]
TXN_1329167;CHÁ;5;1,50;7,50;N/A;PARA VIAGEM;14/01/2023;False;True;[]
TXN_3463337;SUCO;5;3,00;15,00;CARTÃO DE CRÉDITO;PRESENCIAL;20/09/2023;False;True;[]
TXN_8016623;CHÁ;2;1,50;3,00;DINHEIRO;PARA VIAGEM;09/05/2023;False;True;[]
TXN_9525078;SALADA;5;5,00;25,00;N/A;PARA VIAGEM;23/07/2023;False;True;[]
TXN_2841233;BISCOITO;1;1,00;1,00;DINHEIRO;PARA VIAGEM;01/12/2023;False;True;[]
TXN_1458905;SANDUICHE;1;4,00;4,00;CARTEIRA DIGITAL;PARA VIAGEM;19/02/2023;False;True;[]
TXN_3977520;CAFÉ;5;2,00;10,00;N/A;N/A;08/08/2023;False;True;[]
TXN_3330279;BOLO;1;3,00;3,00;CARTÃO DE CRÉDITO;N/A;13/11/2023;False;True;[]
TXN_6234882;BISCOITO;4;1,00;4,00;CARTÃO DE CRÉDITO;N/A;01/01/2023;False;True;[]
TXN_9970653;N/A;5;4,00;20,00;CARTEIRA DIGITAL;PARA VIAGEM;30/12/2023;False;True;[]
TXN_4185160;N/A;2;2,00;4,00;CARTÃO DE CRÉDITO;PRESENCIAL;04/05/2023;False;True;[]
TXN_6093955;CHÁ;5;1,50;7,50;N/A;PARA VIAGEM;01/01/2023;False;True;[]
TXN_2074343;N/A;3;4,00;12,00;CARTEIRA DIGITAL;PRESENCIAL;30/05/2023;False;True;[]
TXN_7994903;VITAMINA;4;4,00;16,00;CARTÃO DE CRÉDITO;PRESENCIAL;09/01/2023;False;True;[]
TXN_3109161;SANDUICHE;3;4,00;12,00;CARTEIRA DIGITAL;N/A;11/09/2023;False;True;[]
TXN_2185727;SALADA;4;5,00;20,00;CARTEIRA DIGITAL;PRESENCIAL;08/10/2023;False;True;[]
TXN_8971366;SUCO;2;3,00;6,00;CARTEIRA DIGITAL;PRESENCIAL;24/08/2023;False;True;[]
TXN_3669866;CHÁ;3;1,50;4,50;CARTEIRA DIGITAL;PRESENCIAL;10/05/2023;False;True;[]
TXN_9395223;BISCOITO;4;1,00;4,00;CARTÃO DE CRÉDITO;PRESENCIAL;29/12/2023;False;True;[]
TXN_7963892;SALADA;1;;5,00;N/A;PARA VIAGEM;15/08/2023;True;True;[]
TXN_6325639;SUCO;3;3,00;9,00;N/A;PRESENCIAL;19/07/2023;False;True;[]
TXN_3856510;VITAMINA;5;;20,00;DINHEIRO;N/A;21/10/2023;True;True;[]
TXN_4779192;BISCOITO;5;1,00;5,00;CARTEIRA DIGITAL;N/A;06/11/2023;False;True;[]
TXN_5808719;SUCO;1;3,00;3,00;DINHEIRO;PRESENCIAL;01/10/2023;False;True;[]
TXN_2817210;BOLO;4;3,00;12,00;N/A;N/A;10/11/2023;False;True;[]
TXN_1985396;SANDUICHE;3;4,00;12,00;DINHEIRO;PRESENCIAL;23/01/2023;False;True;[]
TXN_7625340;N/A;2;1,00;2,00;CARTÃO DE CRÉDITO;PRESENCIAL;20/01/2023;False;True;[]
TXN_1533652;CHÁ;3;1,50;4,50;DINHEIRO;PRESENCIAL;17/08/2023;False;True;[]
TXN_6345619;BOLO;5;3,00;15,00;CARTEIRA DIGITAL;PARA VIAGEM;09/12/2023;False;True;[]
TXN_3218971;SANDUICHE;5;4,00;20,00;CARTÃO DE CRÉDITO;N/A;13/06/2023;False;True;[]
TXN_8127681;VITAMINA;1;4,00;4,00;CARTÃO DE CRÉDITO;PARA VIAGEM;02/09/2023;False;True;[]
TXN_7328604;SALADA;2;5,00;10,00;CARTÃO DE CRÉDITO;N/A;25/02/2023;False;True;[]
TXN_4574757;SUCO;2;3,00;6,00;N/A;PRESENCIAL;05/08/2023;False;True;[]
TXN_9505924;BOLO;4;3,00;12,00;N/A;N/A;17/03/2023;False;True;[]
TXN_9482559;BISCOITO;1;1,00;1,00;N/A;PRESENCIAL;04/08/2023;False;True;[]
TXN_7705153;CHÁ;1;1,50;1,50;CARTEIRA DIGITAL;PRESENCIAL;25/01/2023;False;True;[]
TXN_7037557;SALADA;4;5,00;20,00;DINHEIRO;N/A;02/05/2023;False;True;[]
TXN_9517548;CAFÉ;3;2,00;6,00;DINHEIRO;PARA VIAGEM;25/01/2023;False;True;[]
TXN_4467046;SALADA;4;5,00;20,00;CARTEIRA DIGITAL;PARA VIAGEM;27/09/2023;False;True;[]
TXN_5074212;SUCO;5;3,00;15,00;N/A;N/A;14/05/2023;False;True;[]
TXN_8167530;BOLO;3;3,00;9,00;DINHEIRO;PRESENCIAL;08/03/2023;False;True;[]
TXN_2158361;N/A;2;3,00;6,00;N/A;N/A;27/07/2023;False;True;[]
TXN_5492822;CAFÉ;4;2,00;8,00;CARTEIRA DIGITAL;PARA VIAGEM;16/12/2023;False;True;[]
TXN_8538125;BOLO;5;3,00;15,00;CARTEIRA DIGITAL;N/A;30/05/2023;False;True;[]
TXN_1091115;SANDUICHE;5;4,00;20,00;DINHEIRO;PARA VIAGEM;04/11/2023;False;True;[]
TXN_5350286;SANDUICHE;5;4,00;20,00;CARTÃO DE CRÉDITO;N/A;18/02/2023;False;True;[]
TXN_1534223;BOLO;3;3,00;9,00;CARTÃO DE CRÉDITO;N/A;30/01/2023;False;True;[]
TXN_6403951;CHÁ;;1,50;4,50;CARTÃO DE CRÉDITO;PARA VIAGEM;13/07/2023;True;True;[]
TXN_7961171;SUCO;3;3,00;9,00;DINHEIRO;PRESENCIAL;27/01/2023;False;True;[]
TXN_6312039;BOLO;;3,00;15,00;N/A;PRESENCIAL;29/09/2023;True;True;[]
TXN_6177334;SUCO;1;3,00;3,00;CARTÃO DE CRÉDITO;PRESENCIAL;15/02/2023;False;True;[]
TXN_7466297;BISCOITO;1;1,00;1,00;CARTEIRA DIGITAL;N/A;13/07/2023;False;True;[]
TXN_2693278;CHÁ;3;1,50;4,50;N/A;N/A;26/11/2023;False;True;[]
TXN_3561149;SUCO;4;3,00;12,00;CARTEIRA DIGITAL;PARA VIAGEM;20/05/2023;False;True;[]
TXN_2227825;SANDUICHE;5;4,00;20,00;CARTÃO DE CRÉDITO;N/A;05/06/2023;False;True;[]
TXN_9965686;BOLO;4;3,00;12,00;CARTÃO DE CRÉDITO;PARA VIAGEM;02/10/2023;False;True;[]
TXN_5303413;CAFÉ;1;2,00;2,00;CARTEIRA DIGITAL;PRESENCIAL;21/06/2023;False;True;[]
TXN_5328814;CHÁ;3;1,50;4,50;DINHEIRO;N/A;18/10/2023;False;True;[]
TXN_9658354;N/A;3;1,50;4,50;CARTÃO DE CRÉDITO;PRESENCIAL;12/11/2023;False;True;[]
TXN_8538315;CAFÉ;;2,00;2,00;CARTEIRA DIGITAL;N/A;27/07/2023;True;True;[]
TXN_2334962;SUCO;5;3,00;15,00;N/A;N/A;31/01/2023;False;True;[]
TXN_9321776;BOLO;1;3,00;3,00;N/A;N/A;23/04/2023;False;True;[]
TXN_7625537;SUCO;3;3,00;9,00;N/A;PARA VIAGEM;09/12/2023;False;True;[]
TXN_8722491;VITAMINA;4;4,00;16,00;DINHEIRO;N/A;24/04/2023;False;True;[]
TXN_4129569;BISCOITO;4;;4,00;CARTEIRA DIGITAL;N/A;27/08/2023;True;True;[]
TXN_6018020;BISCOITO;2;1,00;2,00;CARTÃO DE CRÉDITO;PARA VIAGEM;12/01/2023;False;True;[]
TXN_3305132;BOLO;4;3,00;12,00;CARTÃO DE CRÉDITO;PARA VIAGEM;30/01/2023;False;True;[]
TXN_7951885;SALADA;3;5,00;15,00;CARTÃO DE CRÉDITO;N/A;08/12/2023;False;True;[]
TXN_9090875;BOLO;2;3,00;6,00;N/A;PRESENCIAL;19/04/2023;False;True;[]
TXN_9175684;CHÁ;3;1,50;4,50;N/A;N/A;16/09/2023;False;True;[]
TXN_1640649;BISCOITO;4;1,00;4,00;N/A;PRESENCIAL;05/12/2023;False;True;[]
TXN_9845746;BOLO;1;3,00;3,00;CARTEIRA DIGITAL;PRESENCIAL;23/09/2023;False;True;[]
TXN_1547704;CAFÉ;5;2,00;10,00;DINHEIRO;PRESENCIAL;14/02/2023;False;True;[]
TXN_3422774;N/A;2;4,00;8,00;CARTEIRA DIGITAL;PRESENCIAL;09/07/2023;False;True;[]
TXN_8477415;SALADA;2;5,00;10,00;CARTÃO DE CRÉDITO;N/A;01/05/2023;False;True;[]
TXN_1039367;SANDUICHE;3;4,00;12,00;DINHEIRO;N/A;12/03/2023;False;True;[]
TXN_5433982;SALADA;5;5,00;25,00;CARTEIRA DIGITAL;N/A;07/07/2023;False;True;[]
TXN_4469550;N/A;3;3,00;9,00;CARTÃO DE CRÉDITO;PRESENCIAL;10/05/2023;False;True;[]
TXN_2838588;CAFÉ;2;2,00;4,00;N/A;PRESENCIAL;28/01/2023;False;True;[]
TXN_6135727;SUCO;4;3,00;12,00;CARTEIRA DIGITAL;PARA VIAGEM;15/12/2023;False;True;[]
TXN_3660227;SUCO;4;3,00;12,00;CARTÃO DE CRÉDITO;PARA VIAGEM;13/05/2023;False;True;[]
TXN_5640232;SANDUICHE;4;;16,00;CARTEIRA DIGITAL;N/A;08/04/2023;True;True;[]
TXN_4064310;CHÁ;4;1,50;6,00;DINHEIRO;PARA VIAGEM;24/07/2023;False;True;[]
TXN_7418562;SANDUICHE;4;4,00;16,00;N/A;N/A;15/01/2023;False;True;[]
TXN_2978326;VITAMINA;3;4,00;12,00;DINHEIRO;N/A;02/12/2023;False;True;[]
TXN_9616828;CAFÉ;2;2,00;4,00;CARTEIRA DIGITAL;PARA VIAGEM;20/12/2023;False;True;[]
TXN_1522122;BISCOITO;5;1,00;5,00;CARTÃO DE CRÉDITO;PRESENCIAL;14/02/2023;False;True;[]
TXN_2360229;SANDUICHE;1;4,00;4,00;CARTEIRA DIGITAL;N/A;18/06/2023;False;True;[]
TXN_7840510;N/A;4;3,00;12,00;N/A;PARA VIAGEM;07/08/2023;False;True;[]
TXN_5285666;CAFÉ;5;2,00;10,00;DINHEIRO;N/A;20/03/2023;False;True;[]
TXN_5029453;SANDUICHE;2;4,00;8,00;CARTEIRA DIGITAL;PRESENCIAL;24/06/2023;False;True;[]
TXN_6117421;BOLO;2;3,00;6,00;DINHEIRO;N/A;04/05/2023;False;True;[]
TXN_8759461;CHÁ;2;1,50;3,00;DINHEIRO;PRESENCIAL;31/01/2023;False;True;[]
TXN_2962728;SALADA;4;5,00;20,00;CARTÃO DE CRÉDITO;N/A;05/12/2023;False;True;[]
TXN_6527482;SUCO;1;3,00;3,00;N/A;PARA VIAGEM;27/08/2023;False;True;[]
TXN_4256200;CHÁ;5;1,50;7,50;N/A;N/A;29/06/2023;False;True;[]
TXN_6276679;BISCOITO;3;1,00;3,00;CARTEIRA DIGITAL;PARA VIAGEM;08/11/2023;False;True;[]
TXN_2507188;CAFÉ;1;2,00;2,00;CARTÃO DE CRÉDITO;N/A;04/02/2023;False;True;[]
TXN_9386165;SANDUICHE;2;4,00;8,00;CARTEIRA DIGITAL;PRESENCIAL;01/06/2023;False;True;[]
TXN_6064232;CHÁ;2;1,50;3,00;CARTÃO DE CRÉDITO;PARA VIAGEM;09/04/2023;False;True;[]
TXN_3604017;BOLO;4;3,00;12,00;CARTEIRA DIGITAL;PRESENCIAL;21/09/2023;False;True;[]
TXN_3486548;CHÁ;1;1,50;1,50;CARTEIRA DIGITAL;N/A;08/07/2023;False;True;[]
TXN_1465584;SANDUICHE;1;4,00;4,00;CARTÃO DE CRÉDITO;PRESENCIAL;29/04/2023;False;True;[]
TXN_9285925;N/A;5;3,00;15,00;DINHEIRO;PRESENCIAL;20/06/2023;False;True;[]
TXN_7662502;BOLO;1;3,00;3,00;N/A;PRESENCIAL;06/03/2023;False;True;[]
TXN_3212505;SANDUICHE;3;4,00;12,00;CARTÃO DE CRÉDITO;N/A;15/07/2023;False;True;[]
TXN_7331903;N/A;1;5,00;5,00;N/A;PARA VIAGEM;23/05/2023;False;True;[]
TXN_2311188;BOLO;2;3,00;6,00;CARTEIRA DIGITAL;N/A;07/09/2023;False;True;[]
TXN_6344806;SUCO;3;3,00;9,00;CARTÃO DE CRÉDITO;N/A;08/05/2023;False;True;[]
TXN_4891221;BISCOITO;5;1,00;5,00;N/A;PARA VIAGEM;09/12/2023;False;True;[]
TXN_1316036;N/A;2;3,00;6,00;DINHEIRO;PARA VIAGEM;27/10/2023;False;True;[]
TXN_7419274;SUCO;2;3,00;6,00;DINHEIRO;PARA VIAGEM;18/12/2023;False;True;[]
TXN_2178059;SANDUICHE;4;4,00;16,00;N/A;PRESENCIAL;24/03/2023;False;True;[]
TXN_2205071;CAFÉ;5;2,00;10,00;CARTÃO DE CRÉDITO;PRESENCIAL;23/11/2023;False;True;[]
TXN_5790078;SUCO;4;3,00;12,00;CARTEIRA DIGITAL;PARA VIAGEM;16/04/2023;False;True;[]
TXN_4119210;CHÁ;3;1,50;4,50;DINHEIRO;PRESENCIAL;02/05/2023;False;True;[]
TXN_2349072;VITAMINA;5;4,00;20,00;DINHEIRO;PARA VIAGEM;06/09/2023;False;True;[]
TXN_3670103;CHÁ;2;1,50;3,00;N/A;PRESENCIAL;30/04/2023;False;True;[]
TXN_1933628;N/A;2;3,00;6,00;DINHEIRO;PRESENCIAL;27/08/2023;False;True;[]
TXN_6444911;SUCO;5;3,00;15,00;CARTÃO DE CRÉDITO;N/A;11/02/2023;False;True;[]
TXN_4186842;SUCO;5;3,00;15,00;N/A;PARA VIAGEM;29/10/2023;False;True;[]
TXN_2194305;SANDUICHE;2;4,00;8,00;CARTÃO DE CRÉDITO;PARA VIAGEM;16/09/2023;False;True;[]
TXN_2002049;CAFÉ;5;2,00;10,00;N/A;N/A;17/03/2023;False;True;[]
TXN_4837447;BOLO;2;3,00;6,00;CARTEIRA DIGITAL;PARA VIAGEM;06/11/2023;False;True;[]
TXN_5517185;VITAMINA;3;4,00;12,00;CARTEIRA DIGITAL;N/A;05/11/2023;False;True;[]
TXN_9658905;N/A;5;1,50;7,50;DINHEIRO;PARA VIAGEM;16/05/2023;False;True;[]
TXN_3373997;SALADA;4;5,00;20,00;N/A;N/A;01/02/2023;False;True;[]
TXN_1950343;BISCOITO;2;1,00;2,00;N/A;N/A;25/07/2023;False;True;[]
TXN_4477016;SANDUICHE;4;4,00;16,00;N/A;PRESENCIAL;12/04/2023;False;True;[]
TXN_2644403;CHÁ;4;1,50;6,00;N/A;N/A;22/12/2023;False;True;[]
TXN_7006741;SANDUICHE;;4,00;8,00;CARTEIRA DIGITAL;N/A;30/12/2023;True;True;[]
TXN_7246698;SANDUICHE;3;4,00;12,00;N/A;PRESENCIAL;22/06/2023;False;True;[]
TXN_8063016;BISCOITO;1;1,00;1,00;DINHEIRO;N/A;27/02/2023;False;True;[]
TXN_9215670;CAFÉ;3;;6,00;DINHEIRO;PARA VIAGEM;04/05/2023;True;True;[]
TXN_6780463;CHÁ;3;1,50;4,50;N/A;N/A;26/10/2023;False;True;[]
TXN_5975573;N/A;1;1,00;1,00;N/A;PARA VIAGEM;20/01/2023;False;True;[]
TXN_5560669;SALADA;5;5,00;25,00;CARTÃO DE CRÉDITO;N/A;30/06/2023;False;True;[]
TXN_4046095;SUCO;2;3,00;6,00;CARTEIRA DIGITAL;PARA VIAGEM;12/10/2023;False;True;[]
TXN_6559598;SUCO;1;3,00;3,00;CARTEIRA DIGITAL;N/A;08/05/2023;False;True;[]
TXN_9707159;BOLO;5;3,00;15,00;CARTÃO DE CRÉDITO;PRESENCIAL;10/11/2023;False;True;[]
TXN_9983518;CHÁ;2;1,50;3,00;CARTÃO DE CRÉDITO;PRESENCIAL;18/07/2023;False;True;[]
TXN_1714348;SANDUICHE;2;4,00;8,00;DINHEIRO;PARA VIAGEM;31/12/2023;False;True;[]
TXN_8211288;VITAMINA;1;4,00;4,00;DINHEIRO;PRESENCIAL;23/04/2023;False;True;[]
TXN_7035067;SALADA;2;;10,00;DINHEIRO;N/A;29/09/2023;True;True;[]
TXN_6335423;CAFÉ;2;2,00;4,00;CARTÃO DE CRÉDITO;PRESENCIAL;18/06/2023;False;True;[]
TXN_9475783;SANDUICHE;5;4,00;20,00;CARTÃO DE CRÉDITO;PARA VIAGEM;11/02/2023;False;True;[]
TXN_4108869;VITAMINA;5;4,00;20,00;N/A;N/A;02/05/2023;False;True;[]
TXN_6011341;SUCO;4;3,00;12,00;N/A;PRESENCIAL;21/12/2023;False;True;[]
TXN_5257531;CHÁ;2;1,50;3,00;N/A;N/A;10/04/2023;False;True;[]
TXN_1645743;BISCOITO;4;1,00;4,00;CARTEIRA DIGITAL;PARA VIAGEM;02/07/2023;False;True;[]
TXN_8167311;SALADA;1;5,00;5,00;N/A;PARA VIAGEM;09/10/2023;False;True;[]
TXN_2377667;VITAMINA;3;4,00;12,00;CARTEIRA DIGITAL;PARA VIAGEM;27/10/2023;False;True;[]
TXN_9554670;N/A;4;3,00;12,00;CARTÃO DE CRÉDITO;PRESENCIAL;20/06/2023;False;True;[]
TXN_3312574;BISCOITO;2;1,00;2,00;N/A;N/A;03/11/2023;False;True;[]
TXN_9208629;BOLO;1;3,00;3,00;N/A;PARA VIAGEM;30/03/2023;False;True;[]
TXN_6846085;BISCOITO;4;1,00;4,00;CARTEIRA DIGITAL;N/A;26/02/2023;False;True;[]
TXN_5430200;SANDUICHE;;4,00;12,00;CARTÃO DE CRÉDITO;PARA VIAGEM;12/11/2023;True;True;[]
TXN_5135172;N/A;4;5,00;20,00;CARTEIRA DIGITAL;PRESENCIAL;10/12/2023;False;True;[]
TXN_2282416;CHÁ;;1,50;6,00;N/A;PARA VIAGEM;29/04/2023;True;True;[]
TXN_6716151;SANDUICHE;3;4,00;12,00;CARTEIRA DIGITAL;PARA VIAGEM;26/01/2023;False;True;[]
TXN_5303258;SANDUICHE;4;4,00;16,00;CARTEIRA DIGITAL;PRESENCIAL;28/09/2023;False;True;[]
TXN_2947683;BOLO;3;3,00;9,00;N/A;PRESENCIAL;14/05/2023;False;True;[]
TXN_8831659;SANDUICHE;1;4,00;4,00;CARTÃO DE CRÉDITO;N/A;29/01/2023;False;True;[]
TXN_8980495;N/A;;4,00;16,00;CARTÃO DE CRÉDITO;PARA VIAGEM;17/11/2023;True;True;[]
TXN_9129298;N/A;1;2,00;2,00;N/A;N/A;19/12/2023;False;True;[]
TXN_2188342;CAFÉ;3;2,00;6,00;DINHEIRO;N/A;10/09/2023;False;True;[]
TXN_3843943;CHÁ;5;1,50;7,50;N/A;PARA VIAGEM;01/07/2023;False;True;[]
TXN_4989644;SUCO;5;;15,00;CARTEIRA DIGITAL;N/A;13/11/2023;True;True;[]
TXN_9456357;BOLO;3;3,00;9,00;CARTÃO DE CRÉDITO;N/A;21/02/2023;False;True;[]
TXN_9549021;SALADA;2;5,00;10,00;N/A;N/A;25/11/2023;False;True;[]
TXN_9263030;SANDUICHE;5;4,00;20,00;DINHEIRO;PARA VIAGEM;03/07/2023;False;True;[]
TXN_9732454;VITAMINA;5;;20,00;N/A;PRESENCIAL;28/07/2023;True;True;[]
TXN_4129476;CAFÉ;2;2,00;4,00;DINHEIRO;N/A;24/10/2023;False;True;[]
TXN_7060691;SALADA;5;5,00;25,00;CARTÃO DE CRÉDITO;N/A;25/10/2023;False;True;[]
TXN_5528787;SUCO;2;3,00;6,00;CARTEIRA DIGITAL;N/A;22/10/2023;False;True;[]
TXN_8952145;BOLO;3;3,00;9,00;CARTÃO DE CRÉDITO;PARA VIAGEM;28/01/2023;False;True;[]
TXN_8062811;CAFÉ;2;2,00;4,00;DINHEIRO;PARA VIAGEM;07/04/2023;False;True;[]
TXN_9710982;N/A;4;;16,00;N/A;N/A;03/03/2023;True;True;[]
TXN_2020445;VITAMINA;2;4,00;8,00;DINHEIRO;N/A;06/03/2023;False;True;[]
TXN_7855761;BISCOITO;1;1,00;1,00;DINHEIRO;PRESENCIAL;10/01/2023;False;True;[]
TXN_9455977;CHÁ;1;1,50;1,50;CARTEIRA DIGITAL;PARA VIAGEM;10/03/2023;False;True;[]
TXN_6684056;VITAMINA;2;4,00;8,00;N/A;N/A;14/09/2023;False;True;[]
TXN_6085326;BOLO;2;3,00;6,00;N/A;N/A;22/08/2023;False;True;[]
TXN_4528522;CAFÉ;5;2,00;10,00;CARTEIRA DIGITAL;PARA VIAGEM;04/12/2023;False;True;[]
TXN_7049861;BOLO;5;3,00;15,00;DINHEIRO;PRESENCIAL;20/01/2023;False;True;[]
TXN_7312448;CHÁ;1;1,50;1,50;N/A;N/A;16/01/2023;False;True;[]
TXN_2201857;VITAMINA;;4,00;4,00;N/A;PARA VIAGEM;19/02/2023;True;True;[]
TXN_4982382;SALADA;1;5,00;5,00;DINHEIRO;N/A;05/01/2023;False;True;[]
TXN_9001844;SANDUICHE;1;4,00;4,00;DINHEIRO;PARA VIAGEM;02/08/2023;False;True;[]
TXN_9104710;SALADA;5;5,00;25,00;DINHEIRO;PARA VIAGEM;20/03/2023;False;True;[]
TXN_8266662;CAFÉ;5;2,00;10,00;CARTÃO DE CRÉDITO;N/A;09/04/2023;False;True;[]
TXN_9178213;N/A;2;2,00;4,00;CARTEIRA DIGITAL;PARA VIAGEM;27/02/2023;False;True;[]
TXN_7755216;SALADA;5;5,00;25,00;N/A;PRESENCIAL;03/02/2023;False;True;[]
TXN_2241162;SUCO;3;3,00;9,00;N/A;N/A;09/08/2023;False;True;[]
TXN_5757933;CHÁ;1;1,50;1,50;DINHEIRO;N/A;20/02/2023;False;True;[]
TXN_8859144;BOLO;1;3,00;3,00;CARTEIRA DIGITAL;PARA VIAGEM;15/01/2023;False;True;[]
TXN_8740257;BOLO;5;3,00;15,00;CARTEIRA DIGITAL;N/A;09/06/2023;False;True;[]
TXN_4271034;VITAMINA;3;4,00;12,00;CARTEIRA DIGITAL;PRESENCIAL;28/02/2023;False;True;[]
TXN_2741424;CHÁ;4;1,50;6,00;CARTÃO DE CRÉDITO;PRESENCIAL;03/05/2023;False;True;[]
TXN_6676143;SANDUICHE;5;4,00;20,00;DINHEIRO;PRESENCIAL;21/05/2023;False;True;[]
TXN_2199647;SALADA;1;5,00;5,00;DINHEIRO;N/A;05/05/2023;False;True;[]
TXN_3016079;VITAMINA;3;4,00;12,00;CARTEIRA DIGITAL;PARA VIAGEM;24/09/2023;False;True;[]
TXN_6881662;SALADA;2;5,00;10,00;CARTEIRA DIGITAL;PARA VIAGEM;10/07/2023;False;True;[]
TXN_4238818;CAFÉ;2;2,00;4,00;CARTEIRA DIGITAL;N/A;05/04/2023;False;True;[]
TXN_2146829;SALADA;4;5,00;20,00;DINHEIRO;N/A;26/12/2023;False;True;[]
TXN_8131537;VITAMINA;2;4,00;8,00;CARTÃO DE CRÉDITO;N/A;03/12/2023;False;True;[]
TXN_9812021;CHÁ;5;1,50;7,50;CARTÃO DE CRÉDITO;PRESENCIAL;12/02/2023;False;True;[]
TXN_7947711;SALADA;3;5,00;15,00;CARTEIRA DIGITAL;PARA VIAGEM;06/12/2023;False;True;[]
TXN_6774688;SALADA;1;5,00;5,00;CARTÃO DE CRÉDITO;N/A;18/01/2023;False;True;[]
