Cod_Transacao,Produto,Quantidade,Preço Unitário,Valor Total,Forma de Pagamento,Tipo de Consumo,Data da Transação
TXN_1903825,SALADA,4,5.0,20.0,CARTEIRA DIGITAL,PARA VIAGEM,01/04/2023
TXN_4267136,CHÁ,1,1.5,1.5,CARTÃO DE CRÉDITO,PRESENCIAL,02/08/2023
TXN_6281616,CAFÉ,4,2.0,8.0,,,19/08/2023
TXN_6567287,BISCOITO,4,1.0,4.0,CARTEIRA DIGITAL,PARA VIAGEM,
TXN_3743107,CAFÉ,4,2.0,8.0,DINHEIRO,,14/01/2023
TXN_6739664,SALADA,3,5.0,15.0,DINHEIRO,,12/09/2023
TXN_8343149,SUCO,,3.0,15.0,CARTEIRA DIGITAL,PRESENCIAL,28/10/2023
TXN_2376870,,5,4.0,20.0,CARTEIRA DIGITAL,,
TXN_2025634,,1,4.0,4.0,,,
TXN_7187140,SUCO,2,3.0,6.0,CARTÃO DE CRÉDITO,PRESENCIAL,25/05/2023
TXN_6988675,CAFÉ,1,2.0,2.0,,PRESENCIAL,24/02/2023
TXN_1108326,BOLO,2,3.0,,,PARA VIAGEM,
TXN_6544160,SALADA,,5.0,5.0,,,05/02/2023
TXN_3053494,,5,3.0,15.0,CARTEIRA DIGITAL,PRESENCIAL,11/06/2023
TXN_9653700,,1,3.0,3.0,CARTÃO DE CRÉDITO,,12/03/2023
TXN_4623303,VITAMINA,3,4.0,12.0,,PRESENCIAL,29/01/2023
TXN_7568175,SALADA,1,5.0,5.0,DINHEIRO,PRESENCIAL,06/11/2023
TXN_4968258,VITAMINA,2,4.0,8.0,,PARA VIAGEM,14/05/2023
TXN_8843061,VITAMINA,1,4.0,4.0,DINHEIRO,PARA VIAGEM,10/11/2023
TXN_5666241,BISCOITO,,1.0,4.0,,PARA VIAGEM,18/07/2023
TXN_7079566,SUCO,4,3.0,12.0,CARTEIRA DIGITAL,PRESENCIAL,20/10/2023
TXN_3937788,VITAMINA,1,4.0,4.0,DINHEIRO,PRESENCIAL,27/06/2023
TXN_3397034,BOLO,4,3.0,12.0,,,11/04/2023
TXN_8343414,SALADA,2,5.0,10.0,CARTÃO DE CRÉDITO,PARA VIAGEM,28/02/2023
TXN_4204491,VITAMINA,2,4.0,8.0,CARTEIRA DIGITAL,,25/04/2023
TXN_4801327,BOLO,5,3.0,15.0,DINHEIRO,PRESENCIAL,03/02/2023
TXN_4276482,LANCHE,4,4.0,16.0,,PARA VIAGEM,26/08/2023
TXN_6025054,CAFÉ,1,2.0,2.0,CARTÃO DE CRÉDITO,PARA VIAGEM,10/03/2023
TXN_1485725,SALADA,5,5.0,25.0,,PRESENCIAL,10/12/2023
TXN_9929033,CAFÉ,2,2.0,4.0,DINHEIRO,PARA VIAGEM,17/02/2023
TXN_1888706,BISCOITO,1,1.0,1.0,,PARA VIAGEM,26/11/2023
TXN_7495804,SUCO,3,3.0,9.0,CARTÃO DE CRÉDITO,PARA VIAGEM,24/11/2023
TXN_5133476,SUCO,4,3.0,12.0,,,17/03/2023
TXN_5542500,LANCHE,3,,12.0,CARTÃO DE CRÉDITO,,19/07/2023
TXN_5895330,SALADA,5,5.0,25.0,,PRESENCIAL,12/05/2023
TXN_5351447,SALADA,4,5.0,20.0,,,20/07/2023
TXN_8505782,BISCOITO,2,1.0,2.0,,PRESENCIAL,24/11/2023
TXN_8365530,,4,,16.0,,PARA VIAGEM,10/03/2023
TXN_2357107,LANCHE,1,4.0,4.0,,PRESENCIAL,05/07/2023
TXN_1371708,BISCOITO,2,1.0,2.0,,PARA VIAGEM,14/03/2023
TXN_6265785,,5,5.0,25.0,CARTÃO DE CRÉDITO,PARA VIAGEM,26/08/2023
TXN_6806563,CAFÉ,1,2.0,2.0,,,16/04/2023
TXN_8183734,BISCOITO,2,1.0,2.0,CARTEIRA DIGITAL,PRESENCIAL,25/08/2023
TXN_6882503,CHÁ,1,1.5,1.5,,PRESENCIAL,02/01/2023
TXN_2785654,CHÁ,1,1.5,1.5,CARTÃO DE CRÉDITO,PARA VIAGEM,21/02/2023
TXN_1453579,LANCHE,5,4.0,20.0,,,21/01/2023
TXN_1121833,CAFÉ,4,2.0,8.0,CARTÃO DE CRÉDITO,PRESENCIAL,16/03/2023
TXN_1277989,,5,1.5,7.5,,PRESENCIAL,09/08/2023
TXN_8249996,,,1.0,4.0,CARTEIRA DIGITAL,,19/09/2023
TXN_7471281,LANCHE,5,4.0,20.0,,,16/06/2023
TXN_1512159,BOLO,2,3.0,6.0,CARTÃO DE CRÉDITO,PRESENCIAL,25/11/2023
TXN_4008899,SALADA,4,5.0,20.0,,,07/05/2023
TXN_4566950,CAFÉ,2,2.0,4.0,DINHEIRO,PARA VIAGEM,29/09/2023
TXN_6648081,SALADA,4,5.0,20.0,,PARA VIAGEM,24/04/2023
TXN_5094936,CAFÉ,4,2.0,8.0,,PRESENCIAL,12/07/2023
TXN_8154928,CHÁ,3,1.5,,CARTÃO DE CRÉDITO,,26/07/2023
TXN_6550707,CAFÉ,1,2.0,,CARTEIRA DIGITAL,,01/03/2023
TXN_3676019,SUCO,4,3.0,12.0,CARTEIRA DIGITAL,,07/11/2023
TXN_2486026,CHÁ,5,,7.5,CARTEIRA DIGITAL,PRESENCIAL,26/03/2023
TXN_9644830,BISCOITO,1,1.0,1.0,,,24/11/2023
TXN_3219378,SALADA,3,5.0,15.0,CARTEIRA DIGITAL,PRESENCIAL,04/12/2023
TXN_6372515,BISCOITO,1,1.0,1.0,CARTEIRA DIGITAL,PRESENCIAL,22/11/2023
TXN_4692681,CHÁ,2,1.5,3.0,,,02/06/2023
TXN_9364172,CHÁ,4,1.5,6.0,,PARA VIAGEM,18/03/2023
TXN_4745933,SALADA,1,5.0,5.0,CARTEIRA DIGITAL,PRESENCIAL,05/11/2023
TXN_6540267,SALADA,2,5.0,10.0,,PARA VIAGEM,26/09/2023
TXN_6994245,CAFÉ,4,2.0,8.0,CARTEIRA DIGITAL,PRESENCIAL,30/12/2023
TXN_8973007,CAFÉ,5,2.0,10.0,,PARA VIAGEM,07/02/2023
TXN_5108183,VITAMINA,,4.0,16.0,CARTÃO DE CRÉDITO,,31/08/2023
TXN_8103630,BISCOITO,1,1.0,1.0,CARTEIRA DIGITAL,PARA VIAGEM,08/03/2023
TXN_2575160,CHÁ,5,1.5,7.5,,,02/01/2023
TXN_8002309,LANCHE,1,4.0,4.0,,,04/04/2023
TXN_3252542,LANCHE,5,4.0,20.0,CARTEIRA DIGITAL,PRESENCIAL,22/09/2023
TXN_4775220,SUCO,3,3.0,9.0,,PARA VIAGEM,21/07/2023
TXN_4413197,CHÁ,4,1.5,6.0,CARTEIRA DIGITAL,,06/09/2023
TXN_1283149,SALADA,2,5.0,10.0,CARTÃO DE CRÉDITO,PRESENCIAL,23/01/2023
TXN_6822426,BOLO,5,3.0,15.0,CARTEIRA DIGITAL,PRESENCIAL,27/05/2023
TXN_8210816,SALADA,4,5.0,20.0,CARTEIRA DIGITAL,PARA VIAGEM,12/08/2023
TXN_5896728,SUCO,4,3.0,12.0,CARTEIRA DIGITAL,PARA VIAGEM,06/10/2023
TXN_4407308,CHÁ,4,1.5,6.0,CARTEIRA DIGITAL,PRESENCIAL,19/09/2023
TXN_7710078,SUCO,2,3.0,6.0,CARTÃO DE CRÉDITO,PARA VIAGEM,05/12/2023
TXN_5206046,LANCHE,3,4.0,12.0,,PRESENCIAL,
TXN_6016707,SUCO,1,3.0,3.0,DINHEIRO,PRESENCIAL,27/06/2023
TXN_7895436,BOLO,3,3.0,9.0,,,09/09/2023
TXN_3600632,,4,2.0,8.0,DINHEIRO,PARA VIAGEM,09/12/2023
TXN_4565969,CAFÉ,3,2.0,6.0,,PARA VIAGEM,16/03/2023
TXN_7821478,BOLO,4,,12.0,DINHEIRO,PRESENCIAL,24/05/2023
TXN_2971555,BOLO,1,3.0,3.0,DINHEIRO,,24/02/2023
TXN_1465364,CHÁ,4,1.5,6.0,CARTEIRA DIGITAL,PRESENCIAL,
TXN_9664173,LANCHE,1,4.0,4.0,,PRESENCIAL,20/03/2023
TXN_4049270,,5,2.0,10.0,CARTEIRA DIGITAL,PRESENCIAL,28/07/2023
TXN_4731715,CAFÉ,5,2.0,10.0,,,14/03/2023
TXN_3377626,BISCOITO,5,1.0,5.0,DINHEIRO,PRESENCIAL,23/07/2023
TXN_5753111,SALADA,1,5.0,5.0,CARTÃO DE CRÉDITO,,25/04/2023
TXN_2054549,VITAMINA,,4.0,4.0,,PRESENCIAL,07/04/2023
TXN_6996548,CAFÉ,,2.0,2.0,CARTÃO DE CRÉDITO,,24/06/2023
TXN_6761402,,1,2.0,2.0,,PARA VIAGEM,31/08/2023
TXN_1983842,BOLO,5,3.0,15.0,CARTEIRA DIGITAL,,16/03/2023
TXN_4982165,CHÁ,1,1.5,1.5,CARTÃO DE CRÉDITO,PARA VIAGEM,12/04/2023
TXN_5679295,CHÁ,5,,7.5,,PARA VIAGEM,30/04/2023
TXN_9194266,SALADA,5,5.0,25.0,DINHEIRO,,30/10/2023
TXN_1141920,CAFÉ,4,2.0,8.0,CARTEIRA DIGITAL,,26/10/2023
TXN_8878500,SALADA,4,5.0,20.0,,,24/02/2023
TXN_1012349,,4,3.0,12.0,DINHEIRO,PRESENCIAL,08/07/2023
TXN_3811655,VITAMINA,2,4.0,,,,
TXN_1581562,CAFÉ,2,2.0,4.0,DINHEIRO,PRESENCIAL,01/01/2023
TXN_6762236,SUCO,4,3.0,12.0,,PRESENCIAL,17/01/2023
TXN_1041891,BISCOITO,5,1.0,5.0,,,09/08/2023
TXN_6467796,,5,2.0,10.0,CARTÃO DE CRÉDITO,PARA VIAGEM,25/10/2023
TXN_8701045,,2,3.0,6.0,DINHEIRO,PRESENCIAL,07/06/2023
TXN_9656325,,2,2.0,4.0,CARTÃO DE CRÉDITO,PARA VIAGEM,31/03/2023
TXN_2716560,LANCHE,4,4.0,16.0,CARTÃO DE CRÉDITO,PARA VIAGEM,29/08/2023
TXN_4141941,CAFÉ,2,2.0,4.0,CARTEIRA DIGITAL,PRESENCIAL,18/05/2023
TXN_4633505,,3,1.5,4.5,CARTEIRA DIGITAL,PARA VIAGEM,25/08/2023
TXN_5283053,SUCO,4,3.0,12.0,CARTEIRA DIGITAL,,30/04/2023
TXN_1054912,LANCHE,3,4.0,12.0,DINHEIRO,,02/08/2023
TXN_9100081,SUCO,1,3.0,3.0,DINHEIRO,,18/08/2023
TXN_5129701,VITAMINA,2,4.0,8.0,CARTÃO DE CRÉDITO,PARA VIAGEM,09/11/2023
TXN_7021592,SALADA,4,5.0,20.0,CARTÃO DE CRÉDITO,PRESENCIAL,01/07/2023
TXN_8644119,LANCHE,,4.0,20.0,,,01/10/2023
TXN_3041142,VITAMINA,3,4.0,12.0,CARTEIRA DIGITAL,,22/12/2023
TXN_5618631,CAFÉ,5,2.0,10.0,CARTÃO DE CRÉDITO,PRESENCIAL,21/12/2023
TXN_6496379,LANCHE,1,4.0,4.0,DINHEIRO,PARA VIAGEM,24/12/2023
TXN_1486119,BISCOITO,4,1.0,4.0,,,24/08/2023
TXN_2386202,SALADA,4,5.0,20.0,DINHEIRO,PRESENCIAL,22/01/2023
TXN_6836109,CAFÉ,4,2.0,8.0,,PARA VIAGEM,09/04/2023
TXN_9190061,SALADA,5,5.0,25.0,DINHEIRO,PARA VIAGEM,14/06/2023
TXN_1691512,VITAMINA,1,4.0,4.0,,,25/03/2023
TXN_1059293,,5,4.0,20.0,,,04/12/2023
TXN_8813052,CHÁ,4,1.5,6.0,,PRESENCIAL,
TXN_2495471,SALADA,3,5.0,15.0,CARTÃO DE CRÉDITO,PARA VIAGEM,22/10/2023
TXN_7708201,SALADA,3,5.0,15.0,DINHEIRO,,04/01/2023
TXN_2038871,CHÁ,2,1.5,3.0,,PARA VIAGEM,15/07/2023
TXN_7195393,SALADA,2,5.0,10.0,CARTÃO DE CRÉDITO,PRESENCIAL,24/01/2023
TXN_8022892,LANCHE,4,4.0,16.0,CARTEIRA DIGITAL,PRESENCIAL,07/08/2023
TXN_4298189,CAFÉ,1,2.0,2.0,CARTEIRA DIGITAL,PRESENCIAL,13/10/2023
TXN_4967446,LANCHE,1,4.0,4.0,,PRESENCIAL,11/07/2023
TXN_3368231,CHÁ,3,1.5,4.5,,,11/08/2023
TXN_7353699,CHÁ,5,1.5,7.5,CARTEIRA DIGITAL,,20/07/2023
TXN_6888998,CAFÉ,5,2.0,10.0,,,27/02/2023
TXN_3541304,LANCHE,3,4.0,12.0,DINHEIRO,PRESENCIAL,22/04/2023
TXN_8188818,CHÁ,2,1.5,3.0,,,07/10/2023
TXN_9431971,VITAMINA,1,4.0,4.0,CARTÃO DE CRÉDITO,,17/07/2023
TXN_4543742,CAFÉ,3,2.0,6.0,CARTEIRA DIGITAL,,28/03/2023
TXN_5961027,BOLO,2,3.0,6.0,DINHEIRO,PRESENCIAL,
TXN_1807140,SALADA,,5.0,5.0,DINHEIRO,,22/03/2023
TXN_3007866,SUCO,4,3.0,12.0,CARTÃO DE CRÉDITO,PRESENCIAL,14/04/2023
TXN_6779377,VITAMINA,5,4.0,20.0,,PRESENCIAL,06/10/2023
TXN_7053830,CAFÉ,3,2.0,6.0,CARTEIRA DIGITAL,,14/02/2023
TXN_3660048,BOLO,1,,3.0,CARTÃO DE CRÉDITO,,
TXN_6522299,CHÁ,2,1.5,3.0,DINHEIRO,,29/08/2023
TXN_5811766,BOLO,5,,15.0,CARTEIRA DIGITAL,PRESENCIAL,
TXN_2848421,BISCOITO,1,1.0,1.0,CARTEIRA DIGITAL,PRESENCIAL,07/08/2023
TXN_4935533,,1,4.0,4.0,,PRESENCIAL,12/06/2023
TXN_2389320,CAFÉ,2,2.0,4.0,,PARA VIAGEM,26/07/2023
TXN_8423155,CAFÉ,1,2.0,2.0,,PARA VIAGEM,03/07/2023
TXN_6053617,LANCHE,2,4.0,8.0,CARTÃO DE CRÉDITO,,25/11/2023
TXN_8384372,CHÁ,4,1.5,6.0,CARTEIRA DIGITAL,,07/08/2023
TXN_3426338,SALADA,1,5.0,5.0,DINHEIRO,PRESENCIAL,31/07/2023
TXN_4581359,SUCO,2,3.0,6.0,CARTÃO DE CRÉDITO,,22/03/2023
TXN_3561451,SALADA,4,5.0,20.0,CARTÃO DE CRÉDITO,,31/05/2023
TXN_7768989,LANCHE,2,4.0,,DINHEIRO,PRESENCIAL,02/10/2023
TXN_5963316,CHÁ,2,1.5,,CARTÃO DE CRÉDITO,PARA VIAGEM,25/06/2023
TXN_4265942,CAFÉ,5,2.0,10.0,,,24/04/2023
TXN_6014389,BISCOITO,5,1.0,5.0,CARTÃO DE CRÉDITO,PRESENCIAL,21/07/2023
TXN_7358729,BISCOITO,2,1.0,2.0,DINHEIRO,PARA VIAGEM,25/02/2023
TXN_9815521,LANCHE,3,4.0,12.0,CARTÃO DE CRÉDITO,PRESENCIAL,26/05/2023
TXN_8325221,,2,2.0,4.0,CARTÃO DE CRÉDITO,,17/11/2023
TXN_8267031,BOLO,,3.0,6.0,,PARA VIAGEM,28/03/2023
TXN_1950187,CHÁ,2,1.5,3.0,CARTÃO DE CRÉDITO,PARA VIAGEM,13/04/2023
TXN_9518691,SALADA,2,5.0,10.0,CARTÃO DE CRÉDITO,,30/03/2023
TXN_3612790,VITAMINA,1,,4.0,,,01/09/2023
TXN_5436816,SALADA,3,5.0,15.0,CARTÃO DE CRÉDITO,,04/08/2023
TXN_7896586,LANCHE,2,4.0,8.0,CARTÃO DE CRÉDITO,,04/09/2023
TXN_5835004,VITAMINA,5,4.0,20.0,CARTÃO DE CRÉDITO,PRESENCIAL,14/04/2023
TXN_3774886,LANCHE,3,4.0,12.0,,,01/06/2023
TXN_5950951,SALADA,1,5.0,,CARTÃO DE CRÉDITO,PRESENCIAL,10/04/2023
TXN_3918096,SUCO,4,3.0,12.0,,,17/08/2023
TXN_2786231,SUCO,1,3.0,3.0,DINHEIRO,PARA VIAGEM,17/08/2023
TXN_3803063,,4,,12.0,CARTÃO DE CRÉDITO,PARA VIAGEM,23/11/2023
TXN_4262451,CAFÉ,1,2.0,2.0,CARTEIRA DIGITAL,PARA VIAGEM,16/10/2023
TXN_4773210,CAFÉ,1,2.0,2.0,CARTÃO DE CRÉDITO,,29/11/2023
TXN_1231366,LANCHE,3,4.0,12.0,CARTEIRA DIGITAL,PARA VIAGEM,28/11/2023
TXN_6596377,BISCOITO,5,,5.0,,,02/08/2023
TXN_2713279,BISCOITO,4,1.0,4.0,CARTEIRA DIGITAL,PRESENCIAL,12/02/2023
TXN_4247602,SALADA,5,5.0,25.0,CARTÃO DE CRÉDITO,PARA VIAGEM,13/07/2023
TXN_2446298,SUCO,,3.0,15.0,,PRESENCIAL,21/05/2023
TXN_7258784,,4,2.0,8.0,DINHEIRO,PRESENCIAL,21/09/2023
TXN_5164540,CHÁ,2,1.5,3.0,,PARA VIAGEM,05/01/2023
TXN_6488040,SALADA,1,5.0,,CARTEIRA DIGITAL,PARA VIAGEM,20/05/2023
TXN_9850842,CHÁ,3,,4.5,,,23/01/2023
TXN_7269738,BISCOITO,3,1.0,3.0,DINHEIRO,,26/05/2023
TXN_2638760,BOLO,5,3.0,15.0,DINHEIRO,,09/02/2023
TXN_3459152,BOLO,,3.0,9.0,CARTEIRA DIGITAL,,28/06/2023
TXN_8013818,CHÁ,2,1.5,3.0,,,24/07/2023
TXN_8077367,CHÁ,,,7.5,CARTÃO DE CRÉDITO,,27/02/2023
TXN_6643922,CAFÉ,5,2.0,10.0,CARTEIRA DIGITAL,PRESENCIAL,24/06/2023
TXN_8388056,SALADA,1,5.0,5.0,CARTÃO DE CRÉDITO,,23/06/2023
TXN_4728936,SUCO,4,3.0,12.0,CARTEIRA DIGITAL,PARA VIAGEM,27/02/2023
TXN_6386388,CHÁ,3,1.5,4.5,CARTÃO DE CRÉDITO,PARA VIAGEM,21/05/2023
TXN_9443285,BOLO,2,3.0,6.0,CARTÃO DE CRÉDITO,,27/05/2023
TXN_6377838,BOLO,2,3.0,6.0,CARTEIRA DIGITAL,PARA VIAGEM,19/02/2023
TXN_7483986,SALADA,2,5.0,10.0,,PARA VIAGEM,24/03/2023
TXN_7719510,SUCO,3,3.0,9.0,CARTÃO DE CRÉDITO,PARA VIAGEM,14/08/2023
TXN_7908153,BISCOITO,3,1.0,3.0,DINHEIRO,PRESENCIAL,19/01/2023
TXN_3083412,CAFÉ,5,,10.0,CARTÃO DE CRÉDITO,PRESENCIAL,
TXN_8159649,,4,2.0,8.0,,PRESENCIAL,15/06/2023
TXN_5391160,SUCO,2,3.0,6.0,DINHEIRO,PRESENCIAL,09/03/2023
TXN_8324715,LANCHE,5,4.0,20.0,CARTÃO DE CRÉDITO,,21/03/2023
TXN_7353685,LANCHE,2,4.0,,,PRESENCIAL,
TXN_1985223,VITAMINA,3,4.0,12.0,CARTEIRA DIGITAL,PARA VIAGEM,21/09/2023
TXN_2944460,SALADA,1,5.0,5.0,CARTEIRA DIGITAL,PRESENCIAL,16/04/2023
TXN_6957157,BOLO,1,3.0,3.0,,,01/02/2023
TXN_5693294,,3,3.0,9.0,CARTÃO DE CRÉDITO,,30/12/2023
TXN_2887257,BISCOITO,3,1.0,3.0,CARTÃO DE CRÉDITO,PRESENCIAL,27/08/2023
TXN_3986876,BOLO,3,3.0,9.0,DINHEIRO,PARA VIAGEM,06/11/2023
TXN_1066604,LANCHE,5,4.0,20.0,CARTÃO DE CRÉDITO,,18/05/2023
TXN_2494494,CAFÉ,1,2.0,2.0,DINHEIRO,,13/06/2023
TXN_4464373,BISCOITO,2,1.0,2.0,CARTEIRA DIGITAL,PRESENCIAL,22/04/2023
TXN_7844770,BOLO,2,3.0,6.0,CARTEIRA DIGITAL,,31/01/2023
TXN_9968943,VITAMINA,1,4.0,4.0,CARTEIRA DIGITAL,,25/07/2023
TXN_4051488,BISCOITO,4,1.0,4.0,,PARA VIAGEM,09/06/2023
TXN_2668838,BOLO,4,3.0,12.0,,PARA VIAGEM,11/05/2023
TXN_8039752,,2,2.0,4.0,,PARA VIAGEM,28/11/2023
TXN_3388908,BISCOITO,4,,4.0,,PARA VIAGEM,22/11/2023
TXN_2096487,,5,4.0,20.0,CARTEIRA DIGITAL,PARA VIAGEM,09/08/2023
TXN_8795794,LANCHE,3,4.0,12.0,DINHEIRO,PRESENCIAL,13/02/2023
TXN_4627457,BOLO,3,3.0,9.0,,PRESENCIAL,13/12/2023
TXN_2352308,BISCOITO,2,1.0,2.0,DINHEIRO,,10/11/2023
TXN_3980743,SALADA,1,5.0,5.0,,PARA VIAGEM,21/09/2023
TXN_6538210,VITAMINA,1,4.0,4.0,,PRESENCIAL,29/12/2023
TXN_3749051,,,4.0,12.0,,PARA VIAGEM,19/04/2023
TXN_6683798,BISCOITO,1,1.0,,CARTEIRA DIGITAL,PARA VIAGEM,26/07/2023
TXN_7246683,VITAMINA,1,4.0,4.0,CARTEIRA DIGITAL,PARA VIAGEM,17/05/2023
TXN_6755348,,5,4.0,20.0,,,23/06/2023
TXN_3691228,BOLO,3,3.0,9.0,DINHEIRO,PARA VIAGEM,26/10/2023
TXN_7407946,SALADA,3,5.0,15.0,CARTÃO DE CRÉDITO,,26/03/2023
TXN_8635803,CHÁ,2,1.5,3.0,DINHEIRO,,17/03/2023
TXN_9550508,VITAMINA,5,,20.0,,,18/11/2023
TXN_8010562,LANCHE,1,4.0,4.0,DINHEIRO,,23/07/2023
TXN_2501648,BOLO,2,3.0,6.0,CARTÃO DE CRÉDITO,,05/12/2023
TXN_9455679,SALADA,5,5.0,25.0,,PARA VIAGEM,18/05/2023
TXN_8105705,SUCO,1,3.0,3.0,CARTEIRA DIGITAL,PARA VIAGEM,17/10/2023
TXN_9676096,BOLO,3,3.0,9.0,CARTEIRA DIGITAL,,05/04/2023
TXN_8476828,,3,1.5,4.5,,PARA VIAGEM,25/10/2023
TXN_2126034,CAFÉ,4,,8.0,DINHEIRO,PRESENCIAL,30/10/2023
TXN_2151258,BOLO,3,3.0,9.0,CARTÃO DE CRÉDITO,,09/08/2023
TXN_3672345,CHÁ,3,1.5,4.5,CARTÃO DE CRÉDITO,,17/10/2023
TXN_6793298,CHÁ,2,1.5,3.0,CARTÃO DE CRÉDITO,,14/04/2023
TXN_3951329,LANCHE,,4.0,4.0,CARTÃO DE CRÉDITO,PARA VIAGEM,28/12/2023
TXN_7480853,VITAMINA,2,,8.0,CARTEIRA DIGITAL,PRESENCIAL,07/10/2023
TXN_4944024,VITAMINA,2,4.0,8.0,,PARA VIAGEM,26/09/2023
TXN_6687528,SUCO,2,3.0,6.0,,,06/05/2023
TXN_5531648,CAFÉ,5,2.0,10.0,DINHEIRO,PARA VIAGEM,23/01/2023
TXN_8789736,CAFÉ,2,2.0,4.0,CARTÃO DE CRÉDITO,,06/05/2023
TXN_9938977,BOLO,5,3.0,15.0,DINHEIRO,PRESENCIAL,18/12/2023
TXN_2730798,CHÁ,4,1.5,6.0,CARTÃO DE CRÉDITO,,01/12/2023
TXN_3749801,BOLO,5,3.0,,CARTÃO DE CRÉDITO,PARA VIAGEM,03/01/2023
TXN_3326626,BOLO,2,3.0,6.0,DINHEIRO,PARA VIAGEM,26/09/2023
TXN_4843989,CHÁ,4,1.5,6.0,CARTEIRA DIGITAL,PARA VIAGEM,30/09/2023
TXN_6606514,SUCO,1,3.0,3.0,CARTÃO DE CRÉDITO,PRESENCIAL,25/06/2023
TXN_6187752,VITAMINA,5,4.0,20.0,,PARA VIAGEM,24/12/2023
TXN_1666190,VITAMINA,4,4.0,16.0,,PARA VIAGEM,28/07/2023
TXN_9438576,BISCOITO,1,1.0,1.0,CARTÃO DE CRÉDITO,PRESENCIAL,05/05/2023
TXN_1344947,BOLO,3,3.0,9.0,,PARA VIAGEM,16/02/2023
TXN_4978922,BISCOITO,4,1.0,4.0,DINHEIRO,,
TXN_3951552,SALADA,2,,10.0,DINHEIRO,PRESENCIAL,25/03/2023
TXN_3916668,SUCO,2,3.0,6.0,CARTEIRA DIGITAL,,14/05/2023
TXN_4789941,LANCHE,3,4.0,12.0,CARTÃO DE CRÉDITO,,17/04/2023
TXN_6957001,CHÁ,4,1.5,6.0,,PRESENCIAL,08/08/2023
TXN_3536893,SALADA,2,5.0,10.0,,,16/05/2023
TXN_4519915,VITAMINA,,4.0,4.0,CARTEIRA DIGITAL,PRESENCIAL,15/05/2023
TXN_3269434,SUCO,1,3.0,3.0,DINHEIRO,,01/02/2023
TXN_3291988,SUCO,2,3.0,6.0,CARTÃO DE CRÉDITO,,03/07/2023
TXN_7083611,BOLO,2,3.0,6.0,,,15/05/2023
TXN_1875220,CHÁ,3,1.5,4.5,DINHEIRO,PRESENCIAL,07/03/2023
TXN_1926712,CAFÉ,5,2.0,,CARTÃO DE CRÉDITO,,31/01/2023
TXN_5552114,LANCHE,2,4.0,8.0,,PRESENCIAL,13/06/2023
TXN_5672583,SUCO,2,3.0,,DINHEIRO,PARA VIAGEM,09/04/2023
TXN_3717444,VITAMINA,3,4.0,12.0,,,07/09/2023
TXN_1899114,CHÁ,3,1.5,4.5,CARTEIRA DIGITAL,PARA VIAGEM,05/04/2023
TXN_2625388,CAFÉ,5,2.0,10.0,CARTEIRA DIGITAL,PRESENCIAL,09/02/2023
TXN_7153665,SALADA,5,5.0,25.0,DINHEIRO,PRESENCIAL,31/07/2023
TXN_9161256,VITAMINA,2,4.0,8.0,CARTEIRA DIGITAL,PRESENCIAL,01/01/2023
TXN_2010060,,1,3.0,3.0,DINHEIRO,,09/11/2023
TXN_9077843,CHÁ,3,1.5,4.5,,,28/03/2023
TXN_5611262,,2,5.0,10.0,CARTEIRA DIGITAL,PRESENCIAL,22/05/2023
TXN_3255254,SUCO,4,3.0,12.0,DINHEIRO,,23/03/2023
TXN_9275800,VITAMINA,3,4.0,12.0,DINHEIRO,,01/05/2023
TXN_2430215,,2,1.0,2.0,CARTEIRA DIGITAL,,10/04/2023
TXN_1372003,CHÁ,4,1.5,6.0,CARTEIRA DIGITAL,PARA VIAGEM,13/10/2023
TXN_7364110,CAFÉ,5,2.0,10.0,DINHEIRO,,
TXN_7202644,VITAMINA,5,4.0,20.0,,PARA VIAGEM,01/08/2023
TXN_5330387,CAFÉ,3,2.0,6.0,,,21/10/2023
TXN_2119809,SALADA,5,5.0,25.0,CARTEIRA DIGITAL,PRESENCIAL,21/04/2023
TXN_5587224,SALADA,2,5.0,10.0,,PRESENCIAL,05/01/2023
TXN_6332132,SUCO,3,3.0,9.0,,PARA VIAGEM,
TXN_2185661,LANCHE,4,4.0,,DINHEIRO,,16/03/2023
TXN_2491186,SALADA,5,5.0,25.0,,,28/11/2023
TXN_1891217,CHÁ,5,1.5,7.5,,,02/04/2023
TXN_8977555,BOLO,2,3.0,,DINHEIRO,,21/07/2023
TXN_7179922,BOLO,2,3.0,6.0,,PRESENCIAL,05/09/2023
TXN_5114283,CHÁ,1,1.5,1.5,CARTEIRA DIGITAL,PRESENCIAL,28/05/2023
TXN_1528454,CAFÉ,2,2.0,4.0,,PRESENCIAL,22/03/2023
TXN_5615114,CHÁ,4,1.5,6.0,CARTEIRA DIGITAL,,31/10/2023
TXN_4968659,CHÁ,5,1.5,7.5,CARTÃO DE CRÉDITO,,18/03/2023
TXN_4858666,BOLO,3,3.0,9.0,CARTÃO DE CRÉDITO,,18/03/2023
TXN_3502394,,3,2.0,6.0,CARTÃO DE CRÉDITO,PRESENCIAL,02/09/2023
TXN_4754723,CAFÉ,2,2.0,4.0,CARTÃO DE CRÉDITO,,
TXN_1902009,,2,3.0,6.0,CARTÃO DE CRÉDITO,,12/04/2023
TXN_8492074,CHÁ,3,1.5,4.5,CARTEIRA DIGITAL,PRESENCIAL,12/11/2023
